text,intent
"Under this Act, every commercial space launch, landing, and operation will be attended and evaluated by FAA representatives; all spaceflight participants will also be guided through an informed consent process, in writing, about the risks of launch and reentry, including the safety record of the launch vehicle[27].",Case_Study
"Although these safety regulations are still in their early stages of development and implementation, Sir Richard Branson’s Virgin Galactic has already sold more than 625 seats at $200,000 per ticket for its 2.5-hour suborbital space tourism flights on SpaceShipTwo[1], [29], [30].",Case_Study
"SpaceShipTwo was officially disclosed to the public in December, 2009 in California and is tentatively scheduled start its operations in 2014[30].",Case_Study
"The official date for the inaugural launch has been never been set, but the tentative start date has been delayed since 2007 due to Virgin Galactic’s rigorous safety testing.",Case_Study
"With a new former Air Force pilot joined, spaceport opened, commercial space system license applied for, and powered test flight successfully performed in 2013, however, Virgin Galactic is confident that their customers’ trust them to launch when it is truly safe to do so[1], [29].",Case_Study
"When that time comes, SpaceShipTwo will be carried to launch altitude (15.25 km) by a jet-powered mothership, the Scaled Composites’ White Knight Two, before turning up its rocket engines to fly up to 110 km in the upper atmosphere.",Case_Study
The passengers will feel about 5 minutes of weightlessness as they get amazing views of the planet Earth.,Case_Study
"The spacecraft will stabilize itself for reentry through “feathering” the wings, then glide back to Earth for a conventional runway landing[27], [30].",Case_Study
"Currently, Virgin Galactic remains as the only private space tourism company that successfully air-launched its SpaceShipTwo vehicle[12].",Case_Study
"However, Virgin Galactic is definitely not alone in its venture into space tourism, as it is being seen as lucrative industry for the upcoming many decades[2], [12], [13].",Case_Study
"For example, SpaceDev/Sierra Nevada Corporation has its reusable space plane Dream Chaser under development, which would take up to 4 passengers on suborbital flights[12].",Case_Study
"Astrium, a subsidiary of European Aeronautic Defense and Space Company, announced its space tourism project in 2007 and started to develop its rocket plane Mach 3 in 2008.",Case_Study
"Mach 3’s $250,000 price tag will include spaceflight participant training, luxury resort accommodation, as well as a round-trip to the spaceport.",Case_Study
"The California-based XCOR Aerospace also revealed its smaller suborbital spacecraft Lynx in 2008, designed to carry a pilot and a single passenger at a time.",Case_Study
"Its $95,000 ticket includes pre-flight training sessions, and is scheduled to start providing flights by 2014.",Case_Study
"The price is significantly lower than the competitors, in order to make commercial spaceflight more accessible to the public.",Case_Study
"XCOR already has over 175 reservations[27], [31].",Case_Study
"Among these suborbital space tourism companies, Texas-based company Blue Origin’s New Shepard spacecraft is also distinct from its peers, due to its vertical take-off and landing design.",Case_Study
"Supported by a $22 million grant from NASA, New Shepard boasts its innovative biconic shape that “provides greater cross-range and interior volume than traditional capsules without the weight penalty of winged spacecraft (p. 1)”[32] In addition, the spacecraft features a “pusher escape system” that allows the crew to escape in an emergency situation during any phase of ascent into suborbital flight.",Case_Study
"Rob Meyerson, president and program manager of Blue Origin, stated that “providing crew escape without the need to jettison the unused escape system gets us closer to our goal of safe and affordable human spaceflight (p.1)”[33] These developments in commercial suborbital spacecrafts are the fruit of human creativity and passion that persisted in the face of formidable technical challenges and financial constraints.",Case_Study
"Although still limited to suborbital flights within the confines of the Earth’s gravity, it is predicted that the growth of this industry sector will not only profit companies, but also provide the impetus for further progress in human space flight beyond the moon, Mars, and the Milky Way galaxy.",Case_Study
Private companies One of the significant changes in the U.S. that gave way to the flurry of development in commercial human space travel is the privatization of NASA’s Space Shuttle Program (SSP)[34].,Case_Study
This change in NASA is a significant departure from its management by opening up the space shuttle operations to private industries [33].,Case_Study
"However, what characterizes this merger is not a simple handover of government functions to private companies.",Case_Study
"NASA has taken careful measures to provide the companies with necessary skills and experience to ensure a successful, strong partnership.",Case_Study
"Likewise, NASA has examined its own organizational integrity, so that it would not continue to rely primarily on outside contracts for important skill and experience- based functions due to a huge loss of their own workforce.",Case_Study
"In privatizing the SSP, implementing strong check and balance processes has been paramount.",Case_Study
"Without such stringent control processes among the numerous new players in the SSP, process drift or creep can easily affect the quality of hardware; organizational factors such as personnel change or turnover can result in critical loss of skills transferred for continual progress of the program[34].",Case_Study
"As an illustration, the NASA SSP civil service workforce was reduced by half since 1993, causing the NASA skill base to diminish.",Case_Study
"As mentioned previously, NASA has therefore put in measures to prevent detrimental losses of skills and talent in its workforce.",Case_Study
"Secondly, NASA has given the private companies and astronauts a level of ownership for safety and mission decisions, to increase the strength of the check and balance system; in other words, the healthy tension between NASA and private companies and individuals will elicit more challenges to the “assumptions of test results, procedures, processes, problem disposition recommendations, and planned work (p.1)” [34].",Case_Study
"C. 1. a) Problems, Limitations, and Possible Solutions Safety and Convenience Space Junk One of the major safety concerns for space travel, perhaps surprisingly, has to do with the space debris that we have created since the 1960s[35].",Case_Study
"Nicholas Johnson, chief scientist at NASA’s Orbital Debris Program Office, stated that orbiting space debris have increased linearly since 1960s (see Figure 1), even with the technological advances that decreased the amount of debris left in each space flight[36].",Case_Study
"Currently, it is estimated that there are approximately 30,000 items of junk bigger than 10cm in diameter orbiting around the Earth, at speeds higher than 465m/sec [37].",Case_Study
"Because of such high traveling speeds of space debris, even pieces smaller than 10cm can penetrate and damage most spacecraft or space suit.",Case_Study
"In fact, NASA has calculated that a 10cm-long piece of space debris can cause as much damage as 25 sticks of dynamite[38].",Case_Study
"This cadre of space junk includes whole satellites, rocket bodies, and fragments from explosions in fuel tanks and batteries, as well as from the colossal impacts between objects[36].",Case_Study
"For example, a Chinese missile test on a satellite caused a significant increase in the amount of space debris, as the missile collided with two orbiting satellites.",Case_Study
"To be more exact, during NASA’s 54 shuttle missions, space debris and meteoroids struck the windows 1,634 times, and necessitated 92 window replacements; the radiator was hit 317 times, creating holes in the radiator’s external body 53 times[36].",Case_Study
"Growing populace of space debris (NASA, 2009) With the accuracy of a four-day forecast, NASA does track with radar pieces of debris and meteoroids larger than 10cm to identify impending collision danger, and then makes an evasive maneuver to move space vehicles out of harm’s way[36].",Case_Study
NASA estimates that it has had to conduct around one collision avoidance maneuver per year for its shuttles and ISS.,Case_Study
"However, some difficulty exists in that the ISS generally needs 30 hours of advance notice to be maneuvered, and that several tens of thousands of smaller pieces move undetected and cause harm [36].",Case_Study
"With this growing problem of space debris, a larger systemic effort was begun in 1995 by NASA, which issued the first comprehensive set of guidelines for orbital debris mitigation in the world.",Case_Study
This became the basis for the U.S. government’s issuance of its Orbital Debris Mitigation Standard Practices 2 years later[40].,Case_Study
"Other countries and organizations soon followed with their own guidelines; the efforts culminated in the establishment of the Inter- Agency Space Debris Coordination Committee (IADC) in 2002, with space agencies from more than 10 countries as members.",Case_Study
"Since February, 2007 the United Nations has also joined the effort through the United Nations’ Committee on the Peaceful Uses of Outer Space (COPUOS).",Case_Study
"Together, these member countries and guidelines are now working to prevent the creation of new debris, to design satellites to withstand small debris collision, and to implement operational procedures, such as inspecting a spacecraft before re-entry to increase the chance of safety in case of collision (e.g.",Case_Study
"rescue of crew by another spacecraft)[36], [40].",Case_Study
More recently proposed solutions to the space debris issue include developing specialized bulldozer-like spacecrafts that could catch and forcibly deorbit the pieces of debris[37].,Case_Study
"b) Sustaining Life during Space Exploration Meeting basic human needs, such as food, water, air and adequate shelter, is a challenge in space.",Case_Study
"First, space travelers must transport their own nourishment and materials with them, as there are no other known environments in outer space that an sustain human life[41], [42].",Case_Study
"In terms of food, a typical astronaut on the ISS uses a food ration of about 0.83 kg per meal each day, with 0.12 kg of the weight being packaging material.",Case_Study
"For a 3-year round trip to Mars, thousands of kilograms of food would then be needed: a crew of four will need to carry 10,886 kg of food with them to space[42].",Case_Study
"In the early years, even the food that astronauts could carry were unappetizing and hard to eat, as largely same methods of food preparation and preservation were still used as the early sailing explorers.",Case_Study
"To be able to store food onboard space shuttles and ISS, astronauts were provided with freeze-dried powders, bite-size cubes, and semi-liquids in tubes[42].",Case_Study
These problems have been addressed by increasing the knowledge of the space environment and developing better ways to prepare and package foods.,Case_Study
"Today, the types of available foods have become more varied through using techniques such as dehydration, temperature-stabilization, or irradiation, and can be made ready to eat by just adding water or heat [42].",Case_Study
"Second, the amount of water that can be transported into space is limited due to its weight[43].",Case_Study
"Therefore, space shuttles are usually designed to produce their own water through using fuel cells that combine hydrogen and oxygen atoms.",Case_Study
"When these atoms are combined, they produce electricity as well as water; the water produced by this process is then recycled and used by the crew[44].",Case_Study
Onboard crafts that produce electricity from solar panels (e.g.,Case_Study
"ISS), small amounts of water are recycled from cabin air.",Case_Study
"Hence, while an average American uses about 132 liters of water per day, the astronauts onboard the ISS must limit their water use to about 11 liters per day[43].",Case_Study
"The problem of air, however, is not resolved by the presence of oxygen for the fuel cell, as the human body is tuned to the Earth’s atmosphere, with its particular composition of different gases[41].",Case_Study
"Among the 1.47 psi of atmospheric pressure, 21 percent or 3psi of it is oxygen – more than that would be toxic to the body.",Case_Study
"Nitrogen needs to make up about 78 percent or 11.5psi of air in order to dilute the oxygen content, and carbon dioxide must be continually removed from the body to prevent asphyxiation.",Case_Study
"The correct composition of such breathable air must be artificially maintained for all crafts, suits, and habitats in space to sustain human life[45].",Case_Study
"Thirdly, the problem of shelter can be a major hazard for space travel.",Case_Study
"Proper shelter is crucial in many aspects, including air pressure, temperature, and protection from collision.",Case_Study
"Even a tiny hole or crack can cause air pressure to decrease sharply, while leaking the mixture of air that is critical to survival[41].",Case_Study
"On the return of Soyuz 11 in 1971, three cosmonauts died from asphyxiation due to a small hole in the spacecraft’s air valve that was only 1/16 in diameter.",Case_Study
"When the drop in air pressure does not go to a lethally low level, the dysbarism occurs as the nitrogen in the blood bubbles throughout the circulatory system.",Case_Study
"Pain, fainting, difficulty breathing would result, and eventually lead one to death[41].",Case_Study
"Temperature control is also critical, as overheating would cause heat-related illnesses and death (e.g.",Case_Study
"heat stroke) and lack of heat would cause hypothermia and death, if no interventions are made[41].",Case_Study
One of the great ways to be protected from these extreme space conditions is to use well- designed space suits.,Case_Study
"The space suit provides breathable air, suitable temperature, moisture, pressure, odor and waste gas removal, as well as shelter from radiation and debris[41].",Case_Study
"However, the conventional soft space suits have had their limitations.",Case_Study
Because having the normal atmospheric pressure (i.e.,Case_Study
"14.7 psi) inside the space suit caused it to balloon out and disable the individual from executing flexible movements, the astronauts needed to go through an adjustment process for several hours to become acclimated to just 3psi of oxygen in the space suit.",Case_Study
This was accomplished by having the individual breathe pure oxygen and have the nitrogen leave their blood through their lungs.,Case_Study
"While this process has been effective, its time requirement posed a major limitation in case of emergencies.",Case_Study
The new space suits in development improves on these limitations by providing the regular atmospheric air pressure in rigid exoskeletons with flexible joints[41].,Case_Study
"c) Exoskeletons With the recently developed assistive machines and robots, human beings can be less prone to weakness in extreme environments and conditions, such as the space environment and age-related conditions.",Case_Study
"In the early years of space travel, passengers needed to go through harsh and rigorous training alongside professional astronauts, in order to get acclimated to the extreme environmental changes in space.",Case_Study
"However, by combining human strength with that of robots, greater strength, speed, endurance, and adaptation can be achieved.",Case_Study
"In other words, exoskeletons will allow for human intelligence and creativity to stay in command, making use of their copious past experiences for dealing with various complex situations and emergencies[46].",Case_Study
"At the same time, the constant micro environment provided by the exoskeleton can protect human capacities from extreme pressures, temperatures, radiation, or collision in space.",Case_Study
This means that lay people would be able to travel into space without as much training by simply wearing the exoskeleton.,Case_Study
"It will also enable space travel for those who are in less than optimal health conditions, for example due to their age.",Case_Study
"Indeed, the strength and speed offered by robotic exoskeletons will enable space travelers to avoid asteroids, space debris, and other obstacles easily, thereby ameliorating some of the anxieties about accidents that could happen in space.",Case_Study
"With the growing market for space tourism, custom designed and versatile exoskeletons will be able to effectively meet the customer’s taste, health conditions, and preferences, the suit should also be and customizable.",Case_Study
"2. a) Cost Cost of Conventional Rockets Space travel has been generally perceived to be an expensive venture, and it has been certainly true.",Case_Study
"The cost of building and launching a rocket through a space program remains exorbitantly high, sometimes costing space program $2.1 billion[47], in this case for NASA’S Ares I program.",Case_Study
"With such a high cost to developing and constructing a spacecraft, the costs inevitably trickle down to the price of a tourism passenger ticket.",Case_Study
"As mentioned briefly in previous sections, the first space tourist passenger Tito paid $20 million to get onboard the Soyuz rocket (see Section B1).",Case_Study
"In the current state of technology, every launch of a space shuttle costs between $500 and $700 million; the cost of launching a pound of mass into a low-earth orbit is about $10,000[48].",Case_Study
"The space station costs more than $100 billion [48], which may increase as agencies attempt to make more habitable space stations for a larger commercial audience.",Case_Study
The chart below describes the costs involved in different types of space and near-space flights.,Case_Study
Higher orbital flights evidently require much longer periods of training and are about 250-500 times more costly than suborbital flights.,Case_Study
"Space-related tourism experiences (Lubin, 2012) b) Cost-reducing Reusable Chemical Rockets Fortunately, there are many surprising ways to cut down the cost of building a rocket while still remaining in the conventional realm, meaning that conventional liquid and solid fuels are used for thrust.",Case_Study
"In fact, progress made by the private space companies has been able to cut down the cost by 75 percent, although the exact percentage depends on how it is calculated[11].",Case_Study
"These advances in the technology have been made for virtually every component of the rocket, including the airframe, engines, electronics, and launch operation.",Case_Study
"These innovations, most of them not patented, ultimately all advance the concept making rockets reusable[7].",Case_Study
"Although the space shuttles had been created as an attempt at this, their main tanks still had to be thrown away at each flight, and the reusable parts required 9 months for a team of 10,000 people to refurbish them – totaling to a cost of billion dollars per flight[11].",Case_Study
"Therefore, Elon Musk and his company of Space X have been devising ways to have the rocket stages return intact to the launch site and be ready for another launch within a few hours.",Case_Study
"In their Grasshopper Test Project, engineers at Space X have been testing vertical landing for the terminal portion of the flight, by enabling the rocket to adjust its angle, the pitch and yaw of the main engine, and to maintain roll with coal gas thrusters.",Case_Study
"Recently, they were able to have a rocket that was the size of a 12-story building to hover at about 40 meters, and return to its landing position[11].",Case_Study
"This relatively simple concept of making the rocket itself more reusable can improve the cost of spaceflight roughly 100-fold, as the cost of the fuel only makes up about .3 percent of the total cost of the rocket.",Case_Study
"Moreover, advances in building rockets with significantly lighter, but stronger material would further decrease the costs for spaceflight, as it would make its energy use as efficient as possible[11].",Case_Study
Problems with Conventional Propulsions and Alternative Solutions A.,Case_Study
"Conventional Chemical Rockets There are currently three different types of rockets that use solid, liquid, or hybrid fuels [49].",Case_Study
The commonality among the three types is that they all use a propellant to thrust the rocket forward.,Case_Study
"Propellants are chemical mixtures of a type of fuel and oxygen, which burn upon contact.",Case_Study
a) Solid propellant Solid propellant rockets are the most primitive form of rockets.,Case_Study
"Solid rockets were invented much before liquid propellant rockets, and this includes the ancient firework rockets that were used in wars long ago.",Case_Study
"Departing from the use of gunpowder in ancient times, modern solid fueled rockets use more powerful fuels[49].",Case_Study
Solid propellant motors have simple designs and are easy to handle.,Case_Study
They are usually consisting of solid compounds which are mad of fuel and oxidizer and contained in a steel casing.,Case_Study
"They burn at a very fast speed, from the center towards the outer sides of the casing and expel hot gases to produce thrust.",Case_Study
"The shape of the center channel determines how fast the fuel burns and its patterns, which is a good way to control thrust[50].",Case_Study
The factors used in determining the rocket’s performance that is related to the center channel are its surface area and specific impulse.,Case_Study
"The amount of propellant exposed to interior combustion flames outlines the surface area, giving a direct relationship with thrust.",Case_Study
"An increase in surface area will increase thrust, but reduces in burning time of fuel because the propellant is being used at a faster rate[50].",Case_Study
"On the other hand, if surface area of the channel is decreased, burning time will be increased, thus decreasing the thrust.",Case_Study
The most ideal thrust is represented by a constant rate of thrust.,Case_Study
This can be achieved by sustaining same surface area throughout the burn.,Case_Study
"For examples, there are end burning, internal-core burning, outer-core burning, and internal star core burning used as designs of constant surface area.",Case_Study
Various shapes are used to optimize the thrust[50].,Case_Study
"As previously mentioned, specific impulse also determines rocket performance by controlling internal thrust production through pressure and heat.",Case_Study
Specific impulse is defined by the thrust per unit propellant burned in each second.,Case_Study
During the ignition of an explosive fuel hot and expanding gasses are created to produce thrust.,Case_Study
How large of the fuel's explosive power is and how fast combustion takes place regulate the specific impulse.,Case_Study
Specific impulse must be considered carefully to successfully optimize producing thrust[50].,Case_Study
"There are two different types of solid propellants, namely homogeneous and composite[51].",Case_Study
"Both are dense, and can be easily stored and operated stably at ordinary temperatures.",Case_Study
Homogeneous propellants can consist of either simple base or double base.,Case_Study
"For a simple base propellant, a single compound is used.",Case_Study
"Nitrocellulose is frequently used, since it has both an oxidation and reduction capacity.",Case_Study
Double base propellants have two compounds (usually nitrocellulose and nitroglycerine) and a plasticizer is added to increase the plasticity or fluidity of a material.,Case_Study
Homogeneous propellants are relatively weak.,Case_Study
"Normally, their specific impulses are less than about 210 seconds, but they have an advantage of not producing traceable smoke.",Case_Study
"Thus, homogenous propellants are often used as strategic weapons[50].",Case_Study
"They are also used as secondary functions of rocket launches in tasks, like discarding spent parts or separating one stage from another[50].",Case_Study
Composite propellants consist of heterogeneous powders or mixtures.,Case_Study
"Fuel is generally made of aluminum and for oxidizers, crystallized or finely ground mineral salt is used.",Case_Study
"More specifically, ammonium perchlorate is commonly used as an oxidizer and usually occupies between 60% and 90% of the mass of the propellant.",Case_Study
"The propellant is held together by a polymeric binder (usually polyurethane or polybutadienes), which is also consumed as fuel.",Case_Study
Sometimes catalyst is included to help speeding up the burning rate.,Case_Study
Other agents can be also included to make the mixtures easier to fabricate[51].,Case_Study
"In terms of their classification, composite propellants are classified or defined by the type of polymeric binder used.",Case_Study
The two most common binders are polybutadiene acrylic acid acrylonitrile (PBAN) and hydroxy-terminator polybutadiene (HTPB).,Case_Study
"PBAN gives slightly higher specific impulse, density, and burning rate than equivalent amount of HTPB.",Case_Study
"On the other hand, PBAN propellant is a lot more difficult to handle since it is harder to mix and process, also requiring an elevated curing temperature.",Case_Study
"On the other hand, HTPB propellant is stronger in stronger and more flexible to use than PBAN.",Case_Study
"Both PBAN and HTPB propellants deliver excellent performance with good mechanical properties, and gives long time of burning[51].",Case_Study
Solid propellant motors can be used in many ways.,Case_Study
"Small solid propellant motors are usually used to power the final stage of a launch rocket, or attached to cargos to be lifted to higher orbits.",Case_Study
Medium solid propellant motors such as the Payload Assist Module (PAM) and the Inertial Upper Stage (IUS) are used as boosters needed to place satellites into geosynchronous orbit or on planetary trajectories.,Case_Study
"The Titan, Delta, and Space Shuttle launch vehicles used solid propellant rockets to provide additional thrust during the lift-off.",Case_Study
The Space Shuttle uses the largest solid rocket motors ever built and flown.,Case_Study
"Each booster contains 500,000 kg of propellant and can produce up to 14,680,000 Newtons of thrust force[51].",Case_Study
b) Liquid propellant Liquid propellant rockets are a lot more powerful than solid propellant rockets.,Case_Study
"With high thrust capacities, it enabled first human flights into space.",Case_Study
"Although liquid fueled rockets burn fuel and oxidizer like conventional solid fuels rockets, both fuel and oxidizer are in liquid states[52].",Case_Study
"The oxidizer and fuel are mixed and ignited inside the combustion chamber, creating thrust.",Case_Study
"In liquid propellant rockets, the fuel and oxidizer must be stored separately in two separate tanks made of metal since many liquid fuels catch fire and burn upon contact[52].",Case_Study
"Though liquid propellants are more challenging to store in this way than solid fuels, they offer distinct advantages, such as high speed exhaust gas ejection and ability to throttle including stop- and-restart capability and emergency shutdown.",Case_Study
"Due to these features, liquid propellant systems are used in many upper-stage applications where high escape velocity and high propellant mass fraction are important[52].",Case_Study
Liquid propellants are one of the most variable types of rockets.,Case_Study
"With a large collection of valves, regulators and controllers, they can adjust, control and enhance rocket performance.",Case_Study
During launch sequence two valves open and allow the liquid to flow down the pipe-work.,Case_Study
"In order to prevent a weak and unstable thrust rate, either a pressurized gas feed (supply) or a turbo pump feed (supply) is used[52].",Case_Study
The pressurized gas feed is simpler than the other.,Case_Study
"It adds a tank of high pressure gas such as helium that is unreactive, inert, and light to the propulsion system.",Case_Study
The gas is held and regulated under a very high pressure by a valve or regulator.,Case_Study
"Turbo pump, although more complex, is often preferred and used more often than the pressurized gas.",Case_Study
It provides solution to the fuel transfer problem.,Case_Study
A turbo pump is the same as regular pump in function and avoids a gas-pressurized system by sucking out the propellants and accelerating them into the combustion chamber[51].,Case_Study
"For oxidizer of liquid motors, liquid oxygen is used the most.",Case_Study
"Other oxidizers, such as hydrogen peroxide (containing 95% of H2O2), nitric acid (HNO3), and liquid fluorine are also used.",Case_Study
"Among these oxidizers, liquid fluorine produces the highest specific impulse.",Case_Study
"However, it requires high temperatures to burn, and it is very difficult to handle this corrosive element that might destroy and damage other substances upon contact, liquid fluorine is rarely used.",Case_Study
"Liquid propellants are classified as petroleum, cryogenic, hypergolic.",Case_Study
Petroleum fuels are developed from crude oil and are a mixture of complex hydrocarbon.,Case_Study
"The petroleum is a type of highly refined kerosene, which delivers a specific impulse which is significantly less than cryogenic fuels, but larger than hypergolic fuels[51].",Case_Study
Cryogenic propellants use liquid hydrogen as the fuel and liquid oxygen as the oxidizer.,Case_Study
"They are liquefied gases, as hydrogen remains liquid at temperature of -253 degrees Celsius and oxygen remains liquid at -183 degrees Celsius.",Case_Study
Cryogenic propellants are difficult to store for long periods of time since they need to be stored at very low temperatures.,Case_Study
"Thus, they cannot be used in military rockets since they must be kept for months to be ready for launch at any time.",Case_Study
"Also, liquid hydrogen has a very low density of 0.071 g/ml, which requires a large storage volume in turn.",Case_Study
"Nevertheless, liquid oxygen and liquid hydrogen are used as the propellant in the main engines of the Space Shuttle due to their high efficiency.",Case_Study
"They also powered the upper stages of the Saturn V and Saturn 1B rockets, and the Centaur which is the first liquid oxygen and liquid hydrogen rocket in the United States[51].",Case_Study
Other examples of cryogenic fuel are liquid methane (liquid at -162 degrees Celsius) and liquid fluorine (liquid at -188 degrees Celsius).,Case_Study
Hypergolic propellants ignite spontaneously upon contact with each other and require no ignition source as they work as both fuels and oxidizers.,Case_Study
"They can start and restart very easily, which is deal for systems of spacecraft maneuvering.",Case_Study
"They remain liquid at normal temperatures, so they can be storage for a longer period time.",Case_Study
"However, hypergols are highly toxic and must be handled exceptionally carefully.",Case_Study
"Hypergolic fuels include hydrazine, monomethyl hydrazine, and unsymmetrical dimethyl hydrazine.",Case_Study
A mixture of 50% hydrazine and 50% unsymmetrical dimethyl hydrazine fuels is also used and called Aerozine 50.,Case_Study
It is as stable as unsymmetrical dimethyl hydrazine and gives better performance.,Case_Study
Aerozine 50 was used as a propellant with nitric acid oxidizer for the Titan and the second stage of the Delta II rocket used propellant.,Case_Study
Monomethyl hydrazine with nitric acid oxidizer was used in the Space Shuttle orbiter as the orbital maneuvering system and reaction control system[51].,Case_Study
Other propellants were also used as liquid fuels.,Case_Study
Alcohols were used during the early years of rocketry.,Case_Study
"Ethyl alcohol (ethanol) was used as a fuel source for the German V-2 missile and the USA Redstone, but became obsolete after more efficient fuels were developed.",Case_Study
Hydrogen peroxide was commonly used as a monopropellant and was once used as an oxidizer in Britain's Black Arrow rocket.,Case_Study
"Although its performance and density is high, similar to that of nitric acid, and it is far less toxic and corrosive but it is unstable with a poor freezing point.",Case_Study
"With catalyst, high-test peroxide (high concentrations of hydrogen peroxide) decomposes into oxygen and superheated steam, producing a specific impulse of about 150 s. Nitrous oxide has been used as both an oxidizer and as a monopropellant.",Case_Study
It is used for many hybrid rocket designs and in high-powered rocketry.,Case_Study
"With a catalyst, nitrous oxide decomposes exothermically into nitrogen and oxygen, producing a specific impulse of about 170 s[51].",Case_Study
"To summarize, liquid propellant rockets are currently the most powerful in propulsion systems available in terms of gross thrust.",Case_Study
"However, its high complexity (a real modern liquid engine has thousands of piping connections and carries various cooling, fueling, or lubricating fluids) and other drawbacks made them quite impractical.",Case_Study
"Because of so many parts they contain, there is a large chance that one integral function might fail.",Case_Study
"Also, the most commonly used oxidizer, liquid oxygen, requires a temperature of -183 degrees Celsius to maintain the liquid state.",Case_Study
"Otherwise, it evaporates and loses a large quantity of oxidizer on the process of loading.",Case_Study
"Another oxidizer, nitric acid, contains 76% of oxygen and is in the liquid state under the standard temperature and pressure, but it is hazardous in handling (producing a strong acid while mixing with water) and produces harmful by-products in combustion with a fuel.",Case_Study
"Thus, its use is limited[51].",Case_Study
c) Hybrid rockets Hybrid propellants use both solid and liquid propellants as fuels to combine the advantages each propellant.,Case_Study
They represent an intermediate group between solid and liquid propellant.,Case_Study
"Usually, the liquid is used as the oxidizer, while the solid is used as fuel.",Case_Study
"The main advantage of is that they have high performance and can be moderated, stopped, or even restarted.",Case_Study
"However, given the difficulty and complexity in building hybrid propellant engines, they are rarely built.",Case_Study
"An exceptional hybrid engine was used, however, for the vehicle SpaceShipOne, burning nitrous oxide as the liquid oxidizer and HTPB rubber as the solid fuel powered.",Case_Study
This engine won the Ansari X-Prize[51].,Case_Study
"Hypothetical Ion Propulsion for Deep Space Despite the decades of history now in launching spacecrafts into space, modern spacecrafts still are restricted by the problem of fuel.",Case_Study
The conventional ways of propulsion are very inefficient in that the spacecrafts needs to carry the same weight of thrust materials as its own weight.,Case_Study
"Because fuel ends up being the heaviest single component, the amount of fuel that can be carried by rockets is limited.",Case_Study
"Therefore, spacecrafts are not able to run long enough to land and explore its destinations[7], [45].",Case_Study
One of the best ways to solve this problem is to find a propulsion system that is efficient and lightweight.,Case_Study
"In 1998, a spacecraft called Deep Space 1 was sent with ion-thrusters, where ionized xenon gas was used as propellant.",Case_Study
"This demonstrated that gas is easier to manage than solid fuel, as xenon’s noble gas properties made it very stable, unreactive, and efficient [45].",Case_Study
"Moreover, it was able to generate 10 times the power of the conventional rocket engines.",Case_Study
"In addition to the ionized gas system, Deep Space 1 contained solar panel wings that could be used to provide electric power required to manage the systems of propulsion.",Case_Study
"Its solar panels had a combination of 3600 solar cells and more than 700 cylindrical lenses to focus sunlight; when fully charged, its output was more than 2000W.",Case_Study
"Although this amount is equivalent to the energy needed to operate two hair dryers, it is sufficient for powering the spacecraft’s ion-thrusters[45].",Case_Study
"Field propulsion systems Field propulsion system, as its name suggests, is a propelling system with fields with the use of any fuel[53].",Case_Study
It can overcome the speed of the conventional space propulsion systems that are very limited and requires lots of fuels and cost.,Case_Study
The principle behind the field propulsion is to assume that space as a vacuum contains a substantial physical structure which can be interacted and used as propulsive thrust force.,Case_Study
The invention of this new propulsion method will enable interplanetary travel as well as interstellar travel[53].,Case_Study
Several kinds of field propulsion can be suggested by using different physical concepts.,Case_Study
"In General Relativity, the gravitational field is explained through curved space and the curvature of space is important.",Case_Study
"Curvature is related to expansion, contraction, elongation, torsion, and bending of an elastic body.",Case_Study
"Space-time as a vacuum can be viewed as a transparent, empty continuum that is universal and infinitive, where all these events take place[53].",Case_Study
"In Quantum Field Theory, space-time is viewed as possessing zero-point fluctuations (vacuum perturbations) which is the temporary change in the amount of energy with temporal appearance of energetic particles out of empty space.",Case_Study
The Uncertainty Principle states that a particle pair can suddenly emerge from the vacuum for a very short period of time.,Case_Study
Vacuum perturbations can be controlled by squeezed light technology which generates states of squeezed vacuum and can control control energy density through the coordination geometry.,Case_Study
"Finally, superstring theory suggests string as the fundamental element of the space-time continuum, which is presented as the threads of fabric.",Case_Study
"Thus, entropy of space-time can be defined as an ensemble of strings, similar to polymer chains in an elastic body[53].",Case_Study
"It may seem that field propulsion theory violates the conservation law of momentum since, the system does not expel any momentum.",Case_Study
"However, essentially, space is not a state of complete void or nothingness, but is a physical reality as a continuum which can be reacted against under a certain condition[53].",Case_Study
Superconductors and Quantum Locking One of the exciting developments that open new possibilities for space travel is the discovery of quantum levitation and quantum locking[54].,Case_Study
"Using a superconductor, one can demonstrate at critical temperatures and magnetic fields can lock the object in space, in mid-air, giving the appearance of levitation.",Case_Study
This discovery/technology capitalizes on the distinctive characteristics/properties of superconductors.,Case_Study
"Superconductors are materials that have virtually zero electrical resistance, unlike other conductors in which electrons collide with atoms while flowing through the material[54].",Case_Study
"Thus, whereas there is energy loss when using other conductors (usually in the form of heat), superconductors allow electricity to flow freely without any barriers at the quantum level.",Case_Study
"In addition to zero electrical resistance, superconductors are known to have magnetic resistance, where they attempt to expel any magnetic strands that tries to enter their interior.",Case_Study
"When placed inside a magnetic field, the superconductor locks any interiorly trapped magnetic strands in place, as their movements would dissipate energy and breaks the state of superconductivity.",Case_Study
"By doing so, the superconductor in fact locks itself in place, because any movement of the superconductor will again change the configuration.",Case_Study
"This phenomenon has been named quantum locking, as it is fundamentally a quantum phenomenon that the fluxons (i.e.",Case_Study
