File Location,File Name,Sentence,Label,Intent
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,This convention makes it easy to see where blocks of code begin and end since opening and closing braces are aligned and helps prevent unbalanced braces that cause errors,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Line Lengths and Line Breaks  One statement per line,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Try to keep line lengths below  characters,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,This rule is not absolute it is better to have a character line than to break a statement,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, If you must break a line indent the continuation lines,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, If you must break a line make it obvious by ending the first line with something that needs a continuation ,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Break assignments after the assignment operator,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Break arithmetic and logical expressions after an operator,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Break the line to emphasize major subexpressions,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Break method invocations after the opening parenthesis,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,If the parameter list still wont fit break between each parameter or between each logical group of parameters if this seems better,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Break method declarations the same way and put the opening brace on the next line unindented,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,If you need to break conditional expressions eg in if or whilestatements follow rules  and  above and put the opening brace on the next line unindented,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Using extra variables to hold partial intermediate expressions can help you avoid line breaks and at the same time improve readability by making the code selfdocumenting,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Original condition if  clickTime  myPreviousClick  DOUBLECLICK_TIME  mySelection  rowClicked     end if Possible rewrite final long clickInterval  clickTime  myPreviousClick final boolean doubleClick   clickInterval  DOUBLECLICK_TIME  final boolean clickedSameRow   mySelection   rowClicked  if  doubleClick  clickedSameRow     end if  Switchcase Layout  Indent each case onetab level from the switch,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Use braces to partition case blocks,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Indent each statement of a case onetab level from the case brace,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Switch  some_value   case firstCase  foo    firstValue break  end case case secondCase  foo    secondValue break  end case case thirdCase  foo    thirdValue break  end case  default  foo    defaultValue break  end case  end switch ,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Comments Comments should be used to give overviews of code and provide additional information that is not readily available in the code itself,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Comments should contain only information that is relevant to reading and understanding the program,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Block Comments Block comments are used to provide descriptions of files methods data structures and algorithms,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Block comments should be used at the beginning of each file and before each method,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,They can also be used in other places such as within methods,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Block comments inside a method should be indented to the same level as the code they describe,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,A block comment should be preceded by a blank line to set it apart from the rest of the code,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Block comments have an asterisk  at the beginning of each line except the first,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,  Here is a block comment,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,  SingleLine Comments Short comments can appear on a single line indented to the level of the code that follows,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,If a comment cant be written in a single line it should follow the block comment format,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,A blank line should precede a singleline comment,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Heres an example of a singleline comment if condition   Handle the condition,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,    Trailing Comments Very short comments can appear on the same line as the code they describe but be shifted far enough to separate them from the statements,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,If more than one short comment appears in a chunk of code they should all be indented to the same tab setting,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Avoid the assembly language style of commenting every line of executable code with a trailing comment,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Heres an example of a trailing comment if a    return TRUE  special case   else  return FALSE  the alternate    EndOfLine Comments The  comment delimiter begins a comment that continues to the new line,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,It can comment out a complete line or only a partial line,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,It shouldnt be used on consecutive multiple lines for text comments however it can be used in consecutive multiple lines for commenting out sections of code,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Examples of all three styles follow if x     Do a double flip,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,  else return false  Explain why here ,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Commented Code To improve readability and maintainability there should not be any commented lines of code in any class andor method,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,All testdebugging code should be removed and not commented out,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Any code that is no longer needed should be removed and not commented out,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Statements  Simple Statements Each line should contain at most one statement,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Example argument secondArgument  AVOID,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Do not use the comma operator to group multiple statements unless it is for an obvious reason,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Example if error  FormatprintSystemout error exit VERY WRONG ,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Compound Statements Compound statements are statements that contain lists of statements enclosed in braces  statements ,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,See the following sections for examples,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,The enclosed statements should be indented one more level than the compound statement,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,The opening brace should be at the end of the line that begins the compound statement the closing brace should begin a line and be indented to the beginning of the compound statement,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Braces are used around all statements even singletons when they are part of a control structure such as an ifelse or for statement,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,This makes it easier to add statements without accidentally introducing bugs due to forgetting to add braces,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, if ifelse ifelseifelse Statements The ifelse class of statements should have the following form if condition  statements  if condition  statements  else  statements  if condition  statements  else if condition  statements  else condition  statements  ________________________________________________________ Note  if statements always use braces ,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Avoid the following errorprone form ________________________________________________________ if condition AVOID,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,THIS OMITS THE BRACES ,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,statement  for Statements A for statement should have the following form for initialization condition update  statements  An empty for statement one in which all the work is done in the initialization condition and update clauses should have the following form for initialization condition update When using the comma operator in the initialization or update clause of a for statement avoid the complexity of using more than three variables,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,If needed use separate statements before the for loop for the initialization clause or at the end of the loop for the update clause,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, while Statements A while statement should have the following form while condition  statements  An empty while statement should have the following form while condition  dowhile Statements A dowhile statement should have the following form do  statements  while condition  switch Statements A switch statement should have the following form switch condition  case ABC  statements  falls through   case DEF  statements break  case XYZ  statements break  default  statements break   Every time a case falls through doesnt include a break statement add a comment where the break statement would normally be,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,This is shown in the preceding code example with the  falls through  comment,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Every switch statement should include a default case,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,The break in the default case is redundant but it prevents a fallthrough error if later another case is added,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, trycatchfinally Statements A trycatchfinally statement should have the following format try  statements  catch ExceptionClass e  statements  finally  statements  ,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Good Coding Practice  Abstract Methods Use abstract methods for classes which will not be instantiated ie,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,which are to be super classes for some class hierarchy,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Only define abstract methods for operations that need to be defined in derived classes,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Interface methods for example are implicitly abstract,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,If a class implements at least one abstract method the class should be explicitly declared as abstract,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Single Entry  Single Exit Methods should have only a single exit point exceptions counter this rule ie there should only be one return statement within the method,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,This method coding style is very clear to follow,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,In addition function scope tracing is facilitated by this style since exit scope declarations have to be defined only once at the end of the method body rather than before multiple possible exit points,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Accessing Instance Variables Within a class use methods to access any private instance variables,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,The advantage of doing this is that the class code will not be deeply affected when implementation changes later on,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,In general accessors should be defined final,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,public class SavingProduct  private int interest public final void setInterestfinal int interestRate_   interest  interestRate_  end setInterest public final float getInterest  return interest  end getInterest  end class SavingProduct Try not to access a method through another method,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,eg,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,thisgetParticipantgetUnits,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,When practical save the value of the first method in a local variable and access the second method with the local variable,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Visibility Be as restrictive as possible when setting the visibility of a method,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,If a method doesnt have to be public then make it protected if it doesnt have to be protected make it private,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Use the table below as a guide,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Visibility Description Proper Usage Public A public method can be invoked by any other method in any other object or class,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,When objects and classes outside of the class hierarchy in which the method is defined must access the method,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Protected A protected method can be invoked by any method in the class it was defined any subclasses of that class or any class in the same package as the defining class,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,When the method provides behavior that is needed internally within the class hierarchy but not externally,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,package or default A method defined with package or default protection is accessible to all the other classes in the same package but not outside that package,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Dont use this method of protection,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Private A private method can only be invoked by other methods in the class in which it is defined but not in the subclasses,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,When the method provides behavior that is specific to the class,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Private methods are often the result of refactoring also know as reorganizing the behavior of other methods within the class to encapsulate one specific behavior,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Class SizeLength Java classes must not exceed  Source Lines Of Code SLOC this includes any documentation in the class,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Any class longer than  SLOC must be refactored into smaller classes,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,The methods in the newly refactored classes should be based on their responsibility to ease maintaining and understanding the code,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Method Size and Two Page Rule In order to maintain maximum readability and maintainability methods must strive to conform to the Two Page Rule meaning that the method is not longer than  pages when printed,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,This is achievable using function decomposition and using helper functions,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,A method should do one thing and the method name should reflect this accurately,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,If it does more ensure this is reflected in the method name,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,If this leads to an ugly method name reconsider the structure of your code,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,If you had a function named initializePanelManagerAndReadAccountList the code would probably benefit from a split into methods named initializePanelManager and readAccountList,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Any method longer than  pages must be refactored into smaller methods that can be more easily maintained,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Exceptions Generate exceptions for any error conditions not handled by Java or any other exception handlers,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,A rule of thumb is to generate errors early and often meaning that it is better to be too extensive in error handling rather than assuming that another portion of the code will catch errors,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Handle exceptions at appropriate hierarchical level,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Each level of an application hierarchy should cope with as many errors as it can,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,However each level should pass errors it cant cope with to higher levels,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,A level should not call methods from any higher levels when dealing with an error,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,This introduces cyclic and unnecessary dependencies between levels of an application,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Where applicable group exceptions,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,It provides an exception hierarchy,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,All exceptions should be based on a hierarchy,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,A subsystem of an application or a service that has or may have in the future several different types of errors should map each error with distinct names derived from a generic base,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,This allows a user to catch all exceptions at a specific level without having to list all the exception types,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,A function may call a File Access framework that throws the following exceptions FileNotFoundException FileLockedException and EndOfFileException,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,The calling function may decide to handle all the exceptions from the IOException or handle each one individually,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Bracing and Nesting Styles For all classes the declaration shall begin in the leftmost column,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,The left and right braces for the class must also appear in the leftmost column,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,In general matching beginning and ending braces should always be positioned in the same column,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,The beginning brace should appear on the line below the control statement,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,This makes identifying statement blocks easier,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,All declarations and code must be indented at least one level,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,A level is defined as one tab stop ie,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, units,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Ensure that your development environment is set up not to convert tabs to spaces,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,This will allow developers to work with code that is spaced to their preference,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,This will keep formatting the same across different machines and different applications if code is cut and pasted,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Variables general usage Declare only one variable per line of code,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Right private int myWidth   private int myHeight   Wrong private int myWidth   myHeight   All instance and class variables should be private,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Also declare variables in semantic not alphabetical order,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Example houseNumber streetName city zip inPostalCode outPostalCode  Instance Variables All variables should be initialized before they are accessed,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Initialization may occur in either a constructor or as a result of lazy initialization,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,Lazy initialization is the act of initializing variables in their getter methods,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,This ensures that a variable is not initialized until it is actually needed,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx,This is especially helpful when the object to be retrieved is kept in persistent storage and could be very expensive to build,0,Coding Guidelines
/home/lohith/Desktop/EY Hackathon/EY_GDS_Project/data_to_preprocess/Coding Guidelines/ProCom.docx,ProCom.docx, Class Variables All class variables also known as static variables must be initialized when the class is loaded,0,Coding Guidelines
